year,period,company_name,company_code,company_type,company_status,salary_debt_changes,salary_debt_mark,salary_average_changes,salary_average_mark,financial_outturn_sales_percent,financial_outturn_sales_mark,financial_outturn_profit_percent,financial_outturn_profit_mark,financial_outturn_revenue_to_budget_percent,financial_outturn_revenue_to_budget_mark,financial_outturn_revenue_to_state_shareholder_percent,financial_outturn_revenue_to_state_shareholder_mark,financial_outturn_capital_investments_percent,financial_outturn_capital_investments_mark,profit_changes,profit_mark,covering_coefficient_end,covering_coefficient_mark,firmness_coefficient_end,firmness_coefficient_mark,solvency_coefficient_end,solvency_coefficient_mark,amortization_end,amortization_mark,audition_result,audition_mark,total_mark,final_assessment
2019,9,Штаб воєнiзованих газоpятувальних части,05495549,ДП,працює,0.0,2.0,120.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61,1.0,0.99,0.0,0.02,0.0,100.0,0.0,,0.0,4.0,неефективна
2019,9,"СПЕЦІАЛІЗОВАНЕ УПРАВЛІННЯ З РЕМОНТУ ЗАСОБІВ АВТОМАТИЗАЦІЇ І СИСТЕМ УПРАВЛІННЯ ""ОРГГАЗРЕМАВТОМАТИКА""",05794418,ДП,працює,0.0,2.0,68.9,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1692.4,0.0,6.19,1.0,5.27,1.0,0.84,1.0,98.48,0.0,,0.0,5.0,неефективна
2019,9,"Державне підприємство ""Кримський науково-інженерний центр""",13790848,ДП,працює,0.0,2.0,205.2,1.0,180.0,1.0,103.8,1.0,44.6,0.0,0.0,0.0,0.0,0.0,-25.0,5.0,3.36,1.0,2.37,1.0,0.7,1.0,100.0,0.0,,0.0,13.0,ефективна
2019,9,"Державне науково-виробниче підприємство фірма ""ПолімерСервісМаш""",14030269,ДП,працює,0.0,2.0,46.4,0.0,12.4,0.0,0.0,0.0,153.8,1.0,0.0,0.0,0.0,0.0,-133.3,0.0,9.3,1.0,6.57,1.0,0.7,1.0,97.87,0.0,,0.0,6.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ХАРКІВСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ КОМПЛЕКСНОЇ АВТОМАТИЗАЦІЇ""",14072049,ДП,працює,0.0,2.0,118.8,1.0,105.5,1.0,35.7,0.0,0.0,0.0,0.0,0.0,43.1,0.0,31.3,1.0,12.12,1.0,35.41,1.0,0.97,1.0,7.81,1.0,,0.0,9.0,задовільна
2019,9,"Державне підприємство ""Східний гірничо-збагачувальний комбінат""",14309787,ДП,працює,0.0,2.0,111.3,1.0,74.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,20.1,0.0,-1413.2,0.0,0.59,0.0,0.15,0.0,0.1,0.0,57.25,1.0,,0.0,4.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНО-РОЗВІДУВАЛЬНИЙ ІНСТИТУТ ПРОМИСЛОВОЇ ТЕХНОЛОГІЇ""",14310483,ДП,працює,0.0,2.0,112.0,1.0,101.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.4,0.0,0.81,0.0,0.29,0.0,0.21,0.0,78.96,0.0,,0.0,4.0,неефективна
2019,9,"Державне підприємство зовнішньоекономічної діяльності  ""Укрінтеренерго""",19480600,ДП,працює,0.0,2.0,107.4,1.0,195.0,1.0,728.2,1.0,27.8,0.0,0.0,0.0,87.6,0.0,14597.0,5.0,1.11,1.0,0.15,0.0,0.13,0.0,37.65,1.0,,0.0,12.0,ефективна
2019,9,Центральний штаб Державної воєнізованої гірничорятувальної служби у вугільній промисловості,20335814,ДП,працює,100.0,0.0,106.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.06,1.0,-1.35,0.0,-0.32,0.0,78.67,0.0,,0.0,2.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДЕРЖАВНИЙ НАУКОВО-ІНЖЕНЕРНИЙ ЦЕНТР СИСТЕМ КОНТРОЛЮ ТА АВАРІЙНОГО РЕАГУВАННЯ""",24249112,ДП,працює,0.0,2.0,81.4,0.0,67.8,0.0,41.3,0.0,100.0,1.0,0.0,0.0,41.3,0.0,35.4,1.0,2.43,1.0,2.24,1.0,0.67,1.0,41.44,1.0,,0.0,8.0,задовільна
2019,9,ДЕРЖАВНЕ ПІДПРИЄМСТВО ДИМИТРОВСЬКИЙ УЧБОВО-КУРСОВИЙ КОМБІНАТ,24319172,ДП,працює,0.0,2.0,123.8,1.0,116.7,1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,200.0,5.0,0.9,0.0,1.44,1.0,0.58,1.0,75.26,0.0,,0.0,13.0,ефективна
